gene_id	plasmid	chromosome	total	proportion	plasmid homogeneity	serovar homogeneity	plasmid entropy	serovar entropy	human proportion	resistance
blaOXA-50	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaOXY-5-1	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaCARB-42	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
tet(Q)	0	2	2	0.0	-1	1.0	-1	0.0	1.0	TETRACYCLINE
aadS	0	1	1	0.0	-1	1.0	-1	0.0	1.0	STREPTOMYCIN
fosA6	3	4	7	0.42857142857142855	0.5555555555555556	0.33333333333333326	0.6365141682948128	1.0986122886681096	1.0	FOSFOMYCIN
blaSHV-62	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
oqxB13	0	1	1	0.0	-1	-1	-1	-1	-1	PHENICOL/QUINOLONE
blaSHV-25	1	0	1	1.0	1.0	-1	0.0	-1	-1	BETA-LACTAM
erm(42)	20	4	24	0.8333333333333334	0.20999999999999996	0.1266540642722117	1.7092713643970765	2.171115529932704	0.5217391304347826	MACROLIDE
blaSED	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaOXA-494	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaCMY-48	0	3	3	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaOXA-486	0	3	3	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaPDC-55	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaEC-19	0	6	6	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
qnrB34	0	2	2	0.0	-1	-1	-1	-1	-1	QUINOLONE
aadA4	18	1	19	0.9473684210526315	1.0	0.20775623268698062	0.0	1.7219544494060537	0.2631578947368421	STREPTOMYCIN
cfxA5	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
lnu(C)	0	1	1	0.0	-1	1.0	-1	0.0	1.0	LINCOSAMIDE
blaCMY-129	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
qnrB75	0	1	1	0.0	-1	-1	-1	-1	-1	QUINOLONE
oqxB19	0	1	1	0.0	-1	-1	-1	-1	-1	PHENICOL/QUINOLONE
blaSHV-215	1	0	1	1.0	1.0	-1	0.0	-1	-1	BETA-LACTAM
aac(3)-I	1	1	2	0.5	1.0	0.5	0.0	0.6931471805599453	1.0	GENTAMICIN
aac(6')-Il	0	1	1	0.0	-1	1.0	-1	0.0	1.0	AMIKACIN/KANAMYCIN/TOBRAMYCIN
blaVIM-2	0	1	1	0.0	-1	1.0	-1	0.0	1.0	CARBAPENEM
aac(6')-Ib4	140	100	240	0.5833333333333334	0.49693877551020393	0.40846665205639565	1.0551316755140654	1.282117486993796	0.07264957264957266	GENTAMICIN
blaTEM-155	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
aadA3	0	1	1	0.0	-1	1.0	-1	0.0	1.0	STREPTOMYCIN
oqxB22	0	1	1	0.0	-1	-1	-1	-1	-1	PHENICOL/QUINOLONE
blaSHV-187	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaDHA-21	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
mcr-3.20	4	0	4	1.0	0.375	1.0	1.0397207708399179	0.0	0.5	COLISTIN
fosA4	19	2	21	0.9047619047619048	0.4293628808864265	0.1875	1.2290985307613989	1.8576597663535837	0.4375	FOSFOMYCIN
oqxB12	3	2	5	0.6	0.5555555555555556	0.28	0.6365141682948128	1.3321790402101223	0.4	PHENICOL/QUINOLONE
ant(3'')-IIa	0	1	1	0.0	-1	-1	-1	-1	-1	STREPTOMYCIN/SPECTINOMYCIN
blaCARB-14	1	0	1	1.0	1.0	-1	0.0	-1	-1	BETA-LACTAM
blaADC-52	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaOXA-90	0	1	1	0.0	-1	-1	-1	-1	-1	CARBAPENEM
oqxB32	0	1	1	0.0	-1	-1	-1	-1	-1	PHENICOL/QUINOLONE
oqxA10	0	1	1	0.0	-1	-1	-1	-1	-1	PHENICOL/QUINOLONE
qnrD3	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	QUINOLONE
blaCTX-M-24	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	CEPHALOSPORIN
qepA1	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	QUINOLONE
rmtB1	2	2	4	0.5	0.5	0.25	0.6931471805599453	1.3862943611198906	0.25	AMINOGLYCOSIDE
blaCTX-M-65	929	3	932	0.9967811158798283	0.8157932241921299	0.9493720273483949	0.39859979458539807	0.14046236127778483	0.40948275862068967	CEPHALOSPORIN
aadA8	2	0	2	1.0	0.5	0.5	0.6931471805599453	0.6931471805599453	0.5	STREPTOMYCIN
tet(O)	159	2	161	0.9875776397515528	0.9750800996796012	0.915318058003525	0.0762589730398267	0.18138853680898728	0.35443037974683544	TETRACYCLINE
blaOXA-2	13	8	21	0.6190476190476191	0.20710059171597628	0.28344671201814053	1.8392967479776605	1.5681501032915657	0.3333333333333333	BETA-LACTAM
blaCTX-M-56	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
qnrVC1	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	QUINOLONE
aac(6')-Ib-cr5	3	1	4	0.75	0.33333333333333326	0.375	1.0986122886681096	1.0397207708399179	0.25	AMIKACIN/QUINOLONE
blaTEM-176	22	0	22	1.0	0.33884297520661155	0.4320987654320989	1.2742599530204912	1.1169258998260736	0.7222222222222222	BETA-LACTAM
blaCTX-M-115	4	0	4	1.0	1.0	1.0	0.0	0.0	0.75	CEPHALOSPORIN
dfrB4	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	TRIMETHOPRIM
blaTEM-116	176	22	198	0.8888888888888888	0.9551911157024792	0.08427464325545486	0.13997802906136833	2.822939312616022	0.9518716577540107	BETA-LACTAM
qnrB6	38	0	38	1.0	0.5166204986149585	0.17867036011080328	0.9341036154338302	2.1981637201310344	0.6578947368421053	QUINOLONE
aac(2')-Ia	0	1	1	0.0	-1	-1	-1	-1	-1	GENTAMICIN/TOBRAMCYIN
mcr-3.11	2	0	2	1.0	1.0	1.0	0.0	0.0	0.5	COLISTIN
dfrB5	2	0	2	1.0	0.5	0.5	0.6931471805599453	0.6931471805599453	0.0	TRIMETHOPRIM
fosA3	463	1	464	0.9978448275862069	0.8215413609243871	0.9615262082794551	0.38830938884289934	0.12381033556352718	0.47186147186147187	FOSFOMYCIN
blaTEM-215	11	1	12	0.9166666666666666	0.1900826446280992	0.41666666666666674	1.8937882323911377	1.0751393240053733	0.8333333333333334	BETA-LACTAM
blaCTX-M-123	2	0	2	1.0	1.0	0.5	0.0	0.6931471805599453	1.0	CEPHALOSPORIN
mcr-1.2	2	0	2	1.0	0.5	0.5	0.6931471805599453	0.6931471805599453	0.5	COLISTIN
blaDHA-15	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	CEPHALOSPORIN
blaCMY-16	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
aph(3')-VI	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	AMIKACIN/KANAMYCIN
qnrB9	8	0	8	1.0	0.40625	0.375	0.9743147528693494	1.0397207708399179	0.875	QUINOLONE
blaCMY-165	3	1	4	0.75	0.5555555555555556	0.33333333333333326	0.6365141682948128	1.0986122886681096	0.0	CEPHALOSPORIN
blaACC-1d	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaTEM-181	1	1	2	0.5	1.0	1.0	0.0	0.0	1.0	BETA-LACTAM
mcr-3.2	4	0	4	1.0	1.0	1.0	0.0	0.0	1.0	COLISTIN
mph(B)	40	2	42	0.9523809523809523	0.30999999999999994	0.19727891156462585	1.6813812810868929	1.9144010499196726	0.5	MACROLIDE
aadA31	5	1	6	0.8333333333333334	0.6800000000000002	0.22222222222222232	0.5004024235381879	1.5607104090414068	0.8333333333333334	STREPTOMYCIN
qnrE1	8	0	8	1.0	0.78125	0.78125	0.37677016125643675	0.37677016125643675	0.125	QUINOLONE
aph(3')-IIIa	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	AMIKACIN/KANAMYCIN
fosB-Saur	0	1	1	0.0	-1	-1	-1	-1	-1	FOSFOMYCIN
tet(38)	0	1	1	0.0	-1	-1	-1	-1	-1	TETRACYCLINE
blaOXY-2-12	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaOXY-6-2	0	2	2	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaTEM-171	1	1	2	0.5	1.0	0.5	0.0	0.6931471805599453	1.0	BETA-LACTAM
blaCMY-153	4	1	5	0.8	0.375	0.20000000000000007	1.0397207708399179	1.6094379124341005	0.2	CEPHALOSPORIN
dfrI	0	11	11	0.0	-1	1.0	-1	0.0	0.0	TRIMETHOPRIM
dfrA36	0	2	2	0.0	-1	1.0	-1	0.0	1.0	TRIMETHOPRIM
aph(2'')-IIa	2	0	2	1.0	1.0	1.0	0.0	0.0	0.5	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN
aac(6')-Im	2	0	2	1.0	1.0	1.0	0.0	0.0	0.5	AMIKACIN/KANAMYCIN/TOBRAMYCIN
blaSHV-2	2	0	2	1.0	1.0	1.0	0.0	0.0	0.5	CEPHALOSPORIN
qnrB77	2	3	5	0.4	0.5	0.20000000000000007	0.6931471805599453	1.6094379124341005	0.0	QUINOLONE
blaSHV-105	4	0	4	1.0	1.0	0.25	0.0	1.3862943611198906	1.0	CEPHALOSPORIN
blaRAHN-1	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
qnrS4	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	QUINOLONE
blaOXA-276	0	1	1	0.0	-1	-1	-1	-1	-1	CARBAPENEM
tet(39)	1	0	1	1.0	1.0	-1	0.0	-1	-1	TETRACYCLINE
qnrB7	14	0	14	1.0	0.6428571428571428	0.4183673469387754	0.6559757323365467	1.0547209169068121	0.8571428571428571	QUINOLONE
blaSHV-30	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
blaTEM-154	2	2	4	0.5	1.0	1.0	0.0	0.0	0.0	CEPHALOSPORIN
blaCMY-130	21	1	22	0.9545454545454546	0.39682539682539675	0.28	1.0738313231858438	1.4616359728134236	0.3	CEPHALOSPORIN
dfrA21	3	1	4	0.75	0.5555555555555556	0.25	0.6365141682948128	1.3862943611198906	0.75	TRIMETHOPRIM
blaVEB-5	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
aac(6')-33	3	0	3	1.0	1.0	1.0	0.0	0.0	0.3333333333333333	AMINOGLYCOSIDE
aac(6')-IIa	3	0	3	1.0	0.5555555555555556	0.5555555555555556	0.6365141682948128	0.6365141682948128	0.3333333333333333	GENTAMICIN/KANAMYCIN/TOBRAMYCIN
blaVEB-17	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
blaVEB-8	1	1	2	0.5	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
aacA56	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	AMINOGLYCOSIDE
aac(3)-Ic	0	1	1	0.0	-1	1.0	-1	0.0	1.0	GENTAMICIN
floR2	8	6	14	0.5714285714285714	0.78125	0.13265306122448983	0.37677016125643675	2.1065773332321154	0.42857142857142855	CHLORAMPHENICOL/FLORFENICOL
blaVIM-1	2	0	2	1.0	1.0	1.0	0.0	0.0	0.0	CARBAPENEM
blaACC-1	3	0	3	1.0	0.5555555555555556	0.5555555555555556	0.6365141682948128	0.6365141682948128	0.0	CEPHALOSPORIN
oqxA2	2	1	3	0.6666666666666666	0.5	0.5555555555555556	0.6931471805599453	0.6365141682948128	1.0	PHENICOL/QUINOLONE
blaCMY-109	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaOXA-816	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaTEM-219	4	0	4	1.0	0.375	0.375	1.0397207708399179	1.0397207708399179	1.0	BETA-LACTAM
mcr-3.24	0	2	2	0.0	-1	1.0	-1	0.0	0.5	COLISTIN
blaDHA-13	0	2	2	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
dfr7	2	0	2	1.0	0.5	0.5	0.6931471805599453	0.6931471805599453	0.5	TRIMETHOPRIM
blaTEM-122	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	BETA-LACTAM
blaCTX-M-165	11	1	12	0.9166666666666666	0.5537190082644627	1.0	0.8855741515766717	0.0	0.0	CEPHALOSPORIN
blaCTX-M-8	3	0	3	1.0	0.33333333333333326	0.33333333333333326	1.0986122886681096	1.0986122886681096	0.3333333333333333	CEPHALOSPORIN
cmlA4	17	0	17	1.0	1.0	0.19723183391003463	0.0	1.696684254567782	0.9411764705882353	CHLORAMPHENICOL
mcr-3.21	1	2	3	0.3333333333333333	1.0	1.0	0.0	0.0	0.0	COLISTIN
mcr-4.6	3	0	3	1.0	1.0	0.5555555555555556	0.0	0.6365141682948128	0.0	COLISTIN
oqxB2	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	PHENICOL/QUINOLONE
mcr-4.2	2	0	2	1.0	1.0	0.5	0.0	0.6931471805599453	0.0	COLISTIN
blaKPC-2	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CARBAPENEM
blaOXA-114r	0	4	4	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
blaTEM-106	3	0	3	1.0	1.0	0.5555555555555556	0.0	0.6365141682948128	0.0	CEPHALOSPORIN
dfrA25	13	0	13	1.0	0.8579881656804735	0.513888888888889	0.2711893730418441	0.6791932659915256	0.25	TRIMETHOPRIM
blaTEM-169	0	1	1	0.0	-1	1.0	-1	0.0	0.0	CEPHALOSPORIN
blaTEM-35	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	BETA-LACTAM
blaOXY-2-11	0	1	1	0.0	-1	-1	-1	-1	-1	BETA-LACTAM
cfxA_gen	0	3	3	0.0	-1	0.33333333333333326	-1	1.0986122886681096	1.0	BETA-LACTAM
blaCMY-18	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
blaCMY-138	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
blaEC-13	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
blaACC-1b	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
catB11	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	CHLORAMPHENICOL
blaFOX-5	1	1	2	0.5	1.0	0.5	0.0	0.6931471805599453	0.5	CEPHALOSPORIN
mcr-5.1	4	1	5	0.8	0.625	0.375	0.5623351446188083	1.0397207708399179	0.25	COLISTIN
qnrD2	14	0	14	1.0	0.7551020408163265	0.7448979591836733	0.410116318288409	0.509137344082687	1.0	QUINOLONE
blaTEM-229	0	1	1	0.0	-1	1.0	-1	0.0	0.0	BETA-LACTAM
blaCTX-M-162	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CEPHALOSPORIN
blaTEM-166	0	3	3	0.0	-1	1.0	-1	0.0	1.0	BETA-LACTAM
qnrS11	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	QUINOLONE
tet(W)	0	3	3	0.0	-1	0.5555555555555556	-1	0.6365141682948128	1.0	TETRACYCLINE
blaTEM-210	2	0	2	1.0	1.0	0.5	0.0	0.6931471805599453	1.0	BETA-LACTAM
blaACT-44	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
erm(C)	1	0	1	1.0	1.0	1.0	0.0	0.0	0.0	MACROLIDE
catA3	1	0	1	1.0	1.0	1.0	0.0	0.0	1.0	CHLORAMPHENICOL
blaCTX-M-32	0	1	1	0.0	-1	1.0	-1	0.0	0.0	CEPHALOSPORIN
blaCMY-152	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
dfrB3	3	0	3	1.0	1.0	0.5555555555555556	0.0	0.6365141682948128	0.0	TRIMETHOPRIM
blaCMY-68	0	1	1	0.0	-1	-1	-1	-1	-1	CEPHALOSPORIN
